questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,Diplo,"Diplo will be teaming up with Justin Bieber , MØ , and Major Lazer for a new single called "" Cold Water "" 🌊","Diplo will be teaming up with Justin Bieber , MØ , and Major Lazer for a new single called "" Cold Water "" 🌊 Which word(s) correspond to the person in the sentence? Answer: Diplo",person,O_202.jpg
 Which word(s) correspond to the organization in the sentence? ,MLB,MLB : . EricThames coming up clutch AGAIN ! # Walkoff,MLB : . EricThames coming up clutch AGAIN ! # Walkoff Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,17_06_12937.jpg
 Which word(s) correspond to the person in the sentence? ,Elli,I moved Elli ' s beanbag into the sun,I moved Elli ' s beanbag into the sun Which word(s) correspond to the person in the sentence? Answer: Elli,person,16_05_23_87.jpg
 Which word(s) correspond to the person in the sentence? ,Kylian Mbappe,Kylian Mbappe plays football with kids at charity event : Kylian Mbappe may be the mo . .,Kylian Mbappe plays football with kids at charity event : Kylian Mbappe may be the mo . . Which word(s) correspond to the person in the sentence? Answer: Kylian Mbappe,person,17_06_12882.jpg
 Which word(s) correspond to the organization in the sentence? ,PHRaiderNation,Today ' s girls soccer sectional starting lineup . # PHRaiderNation,Today ' s girls soccer sectional starting lineup . # PHRaiderNation Which word(s) correspond to the organization in the sentence? Answer: PHRaiderNation,organization,16_05_21_719.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,Meta Theory : Donald Trump will win the election WITH THE POWER OF THE CHAOS EMERALDS ? !,Meta Theory : Donald Trump will win the election WITH THE POWER OF THE CHAOS EMERALDS ? ! Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_2958.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,NFL reports Carson Wentz worked with a respected QB guru this offseason . Did he see improvement ? …,NFL reports Carson Wentz worked with a respected QB guru this offseason . Did he see improvement ? … Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,17_06_11730.jpg
 Which word(s) correspond to the location in the sentence? ,Birmingham,Arrived in Birmingham to see Ryo and Austin play tonight for @ BhamHammers ! @ NPSLSoccer,Arrived in Birmingham to see Ryo and Austin play tonight for @ BhamHammers ! @ NPSLSoccer Which word(s) correspond to the location in the sentence? Answer: Birmingham,location,17_06_5878.jpg
 Which word(s) correspond to the organization in the sentence? ,Arsenal,Arsenal v Barcelona : Live stream Champions League football online with BT Sport # Btsport …,Arsenal v Barcelona : Live stream Champions League football online with BT Sport # Btsport … Which word(s) correspond to the organization in the sentence? Answer: Arsenal,organization,16_05_20_735.jpg
 Which word(s) correspond to the person in the sentence? ,Harper,"Best of the bigs : Harper , Donaldson among MLB ' s top performers in April","Best of the bigs : Harper , Donaldson among MLB ' s top performers in April Which word(s) correspond to the person in the sentence? Answer: Harper",person,16_05_02_692.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"Donald Trump is unfit for an office as awesomely powerful as the presidency , by @ DouthatNYT","Donald Trump is unfit for an office as awesomely powerful as the presidency , by @ DouthatNYT Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_1968.jpg
 Which word(s) correspond to the organization in the sentence? ,MLBPDP,Hosted the @ MLBPDP event today with Mother Nature on our side ! Dayton Moore was in the house . # TBones # FunWellDone,Hosted the @ MLBPDP event today with Mother Nature on our side ! Dayton Moore was in the house . # TBones # FunWellDone Which word(s) correspond to the organization in the sentence? Answer: MLBPDP,organization,17_06_1817.jpg
 Which word(s) correspond to the person in the sentence? ,Phil Campbells,@ KK_Concerts Phil Campbells All Starr Band !,@ KK_Concerts Phil Campbells All Starr Band ! Which word(s) correspond to the person in the sentence? Answer: Phil Campbells,person,16_05_01_344.jpg
 Which word(s) correspond to the organization in the sentence? ,BYUbaseball,Tonight ' s # BYUbaseball 10 - 5 win vs . Santa Clara will remain for 6 months for replay on ESPN3 # GoCougs,Tonight ' s # BYUbaseball 10 - 5 win vs . Santa Clara will remain for 6 months for replay on ESPN3 # GoCougs Which word(s) correspond to the organization in the sentence? Answer: BYUbaseball,organization,16_05_21_35.jpg
 Which word(s) correspond to the location in the sentence? ,Belfast,Just waiting for ur Belfast concert to start,Just waiting for ur Belfast concert to start Which word(s) correspond to the location in the sentence? Answer: Belfast,location,16_05_18_776.jpg
 Which word(s) correspond to the person in the sentence? ,Bobby Jindal,Bobby Jindal once called Donald Trump ‘ a madman who must be stopped . ’ Now he ’ s endorsing him for president .,Bobby Jindal once called Donald Trump ‘ a madman who must be stopped . ’ Now he ’ s endorsing him for president . Which word(s) correspond to the person in the sentence? Answer: Bobby Jindal,person,O_3470.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Child Cursed the and Potter,First Look at Harry Potter and the Cursed Child Characters,First Look at Harry Potter and the Cursed Child Characters Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Child Cursed the and Potter,misceallonous entity,O_2233.jpg
 Which word(s) correspond to the person in the sentence? ,Jimmy Kimmel,[ 224 ] Jimmy Kimmel to guest - host ' Live ! ' with Kelly Ripa # toprated,[ 224 ] Jimmy Kimmel to guest - host ' Live ! ' with Kelly Ripa # toprated Which word(s) correspond to the person in the sentence? Answer: Jimmy Kimmel,person,O_241.jpg
 Which word(s) correspond to the person in the sentence? ,Kobe Bryant,"Kobe Bryant : I support Barcelona and Milan , and of course the U . S . too # barcelona # laliga","Kobe Bryant : I support Barcelona and Milan , and of course the U . S . too # barcelona # laliga Which word(s) correspond to the person in the sentence? Answer: Kobe Bryant",person,17_06_668.jpg
 Which word(s) correspond to the person in the sentence? ,Myles,Myles taking a picture of Conor Sheary # PenguinsParade,Myles taking a picture of Conor Sheary # PenguinsParade Which word(s) correspond to the person in the sentence? Answer: Myles,person,17_06_10575.jpg
 Which word(s) correspond to the organization in the sentence? ,Disney,Not a day goes by that I don ' t miss Disney ' s Jubilation Parade at Tokyo Disneyland,Not a day goes by that I don ' t miss Disney ' s Jubilation Parade at Tokyo Disneyland Which word(s) correspond to the organization in the sentence? Answer: Disney,organization,16_05_27_432.jpg
 Which word(s) correspond to the organization in the sentence? ,GOP,# TheNewsClub Report : Presumptive GOP nominee Donald Trump to meet with former Secretary of …,# TheNewsClub Report : Presumptive GOP nominee Donald Trump to meet with former Secretary of … Which word(s) correspond to the organization in the sentence? Answer: GOP,organization,O_495.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,CongressionalBaseballGame,Record crowd here tonight to see 56 th Annual # CongressionalBaseballGame,Record crowd here tonight to see 56 th Annual # CongressionalBaseballGame Which word(s) correspond to the misceallonous entity in the sentence? Answer: CongressionalBaseballGame,misceallonous entity,17_06_3029.jpg
 Which word(s) correspond to the organization in the sentence? ,SVU,"Happy Happy Birthday to SVU ' s best Captain , @ dannflorek ! ! ! Hope your day is as joyful and amazing as you are ! 🎉 🎁 🎂 🎈","Happy Happy Birthday to SVU ' s best Captain , @ dannflorek ! ! ! Hope your day is as joyful and amazing as you are ! 🎉 🎁 🎂 🎈 Which word(s) correspond to the organization in the sentence? Answer: SVU",organization,16_05_01_590.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,Fake news ! The magazine covers Donald Trump couldn ’ t make up,Fake news ! The magazine covers Donald Trump couldn ’ t make up Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_188.jpg
 Which word(s) correspond to the organization in the sentence? ,warriors,how warriors fans be rolling up the the parade # NBAFinals,how warriors fans be rolling up the the parade # NBAFinals Which word(s) correspond to the organization in the sentence? Answer: warriors,organization,17_06_4471.jpg
 Which word(s) correspond to the person in the sentence? ,Katy Perry,"Katy Perry performs on the pyramid stage on day 3 of the Glastonbury Festival 2017 on June 24, 2017 .","Katy Perry performs on the pyramid stage on day 3 of the Glastonbury Festival 2017 on June 24, 2017 . Which word(s) correspond to the person in the sentence? Answer: Katy Perry",person,17_06_9473.jpg
 Which word(s) correspond to the person in the sentence? ,NANCY PELOSI,NANCY PELOSI : I “ GUARANTEE ” TRUMP WILL NOT BE PRESIDENT,NANCY PELOSI : I “ GUARANTEE ” TRUMP WILL NOT BE PRESIDENT Which word(s) correspond to the person in the sentence? Answer: NANCY PELOSI,person,O_46.jpg
 Which word(s) correspond to the location in the sentence? ,Harlem,Harlem ’ s Alicia Keys To Debut New Music At UEFA Final,Harlem ’ s Alicia Keys To Debut New Music At UEFA Final Which word(s) correspond to the location in the sentence? Answer: Harlem,location,16_05_02_696.jpg
 Which word(s) correspond to the organization in the sentence? ,Salesforce,Salesforce ’ s Marc Benioff Has Kicked Off New Era of Corporate Social Activism,Salesforce ’ s Marc Benioff Has Kicked Off New Era of Corporate Social Activism Which word(s) correspond to the organization in the sentence? Answer: Salesforce,organization,O_3796.jpg
 Which word(s) correspond to the person in the sentence? ,Mzbel,Check Out What The Celebs Wore On Their Feet To Mzbel ’ s Concert,Check Out What The Celebs Wore On Their Feet To Mzbel ’ s Concert Which word(s) correspond to the person in the sentence? Answer: Mzbel,person,16_05_02_925.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Lilac Festival,"Heading to the Lilac Festival tomorrow ? Bundle up ! It ' s staying chilly , highs only in the 40 s w / scat . showers .","Heading to the Lilac Festival tomorrow ? Bundle up ! It ' s staying chilly , highs only in the 40 s w / scat . showers . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Lilac Festival",misceallonous entity,16_05_14_729.jpg
 Which word(s) correspond to the person in the sentence? ,Lady Gaga,Lady Gaga with Mario Andretti at # Indy500 today !,Lady Gaga with Mario Andretti at # Indy500 today ! Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,person,O_1372.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,The Vienna of Rhythm,"Presenting our short film competition "" The Rhythm of Vienna "" at the opening night of @ viennashorts film festival","Presenting our short film competition "" The Rhythm of Vienna "" at the opening night of @ viennashorts film festival Which word(s) correspond to the misceallonous entity in the sentence? Answer: The Vienna of Rhythm",misceallonous entity,16_05_25_1004.jpg
 Which word(s) correspond to the person in the sentence? ,Kevin Durant,"Kevin Durant dishes on sneakers , his go - to kicks ; overall style »","Kevin Durant dishes on sneakers , his go - to kicks ; overall style » Which word(s) correspond to the person in the sentence? Answer: Kevin Durant",person,O_1239.jpg
 Which word(s) correspond to the person in the sentence? ,Jaws,Jaws gettin in the mix ! ! @ soulfootball,Jaws gettin in the mix ! ! @ soulfootball Which word(s) correspond to the person in the sentence? Answer: Jaws,person,17_06_5939.jpg
