questions,answers,questions_with_answers,entity,image_ids
More photos of Justin Bieber spotted out in Switzerland yesterday . ( June 12 ) Which word(s) correspond to the person in the sentence? ,Justin Bieber,More photos of Justin Bieber spotted out in Switzerland yesterday . ( June 12 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_1288.jpg
“ @ LosPollosTV : Yo NBA is rigged ! ! ! ! Which word(s) correspond to the organization in the sentence? ,LosPollosTV,“ @ LosPollosTV : Yo NBA is rigged ! ! ! ! Which word(s) correspond to the organization in the sentence? Answer: LosPollosTV,organization,16_05_30_95.jpg
"The noise of time , discover the # RaFestival28 programm Which word(s) correspond to the misceallonous entity in the sentence? ",RaFestival28,"The noise of time , discover the # RaFestival28 programm Which word(s) correspond to the misceallonous entity in the sentence? Answer: RaFestival28",misceallonous entity,17_06_12031.jpg
LeBron James makes it to the # NBAFinals for the sixth straight year # KingJames Which word(s) correspond to the person in the sentence? ,LeBron James,LeBron James makes it to the # NBAFinals for the sixth straight year # KingJames Which word(s) correspond to the person in the sentence? Answer: LeBron James,person,16_05_28_298.jpg
"Guys , Niall Horan is just as excited to see Harry Styles in # Dunkirk as you are : Which word(s) correspond to the person in the sentence? ",Niall Horan,"Guys , Niall Horan is just as excited to see Harry Styles in # Dunkirk as you are : Which word(s) correspond to the person in the sentence? Answer: Niall Horan",person,O_107.jpg
Save the date ! Twilight Concert Series Which word(s) correspond to the misceallonous entity in the sentence? ,Twilight Concert,Save the date ! Twilight Concert Series Which word(s) correspond to the misceallonous entity in the sentence? Answer: Twilight Concert,misceallonous entity,16_05_20_630.jpg
Kevin Durant is an NBA Champion and Finals MVP . RT to make a KD hater mad Which word(s) correspond to the person in the sentence? ,Kevin Durant,Kevin Durant is an NBA Champion and Finals MVP . RT to make a KD hater mad Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,O_3589.jpg
# MTVStars Lady Gaga # MTVStars Lady Gaga Fox News Poll : HillaryClinton favorability rating . Which word(s) correspond to the person in the sentence? ,Lady Gaga,# MTVStars Lady Gaga # MTVStars Lady Gaga Fox News Poll : HillaryClinton favorability rating . Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,person,O_2806.jpg
. @ 66 ersBaseball lineup . Tim Arakawa enters with a 21 - game hit streak # Angels Which word(s) correspond to the organization in the sentence? ,66 ersBaseball,. @ 66 ersBaseball lineup . Tim Arakawa enters with a 21 - game hit streak # Angels Which word(s) correspond to the organization in the sentence? Answer: 66 ersBaseball,organization,16_05_16_293.jpg
I will always support Robert Downey Jr . in his quest to seduce all the Spider - Men Which word(s) correspond to the person in the sentence? ,Robert Jr Downey,I will always support Robert Downey Jr . in his quest to seduce all the Spider - Men Which word(s) correspond to the person in the sentence? Answer: Robert Jr Downey,person,O_616.jpg
Perfect Boston night for a concert . Good pickup on @ TickPick for the @ BHBPavilion ! Which word(s) correspond to the location in the sentence? ,Boston,Perfect Boston night for a concert . Good pickup on @ TickPick for the @ BHBPavilion ! Which word(s) correspond to the location in the sentence? Answer: Boston,location,17_06_13949.jpg
Michael Jordan has a message for Russell Westbrook ( via @ Jumpman23 ) Which word(s) correspond to the person in the sentence? ,Michael Jordan,Michael Jordan has a message for Russell Westbrook ( via @ Jumpman23 ) Which word(s) correspond to the person in the sentence? Answer: Michael Jordan,person,O_364.jpg
4 th Beckenham Beer Festival Countdown Which word(s) correspond to the misceallonous entity in the sentence? ,Beckenham Festival Beer,4 th Beckenham Beer Festival Countdown Which word(s) correspond to the misceallonous entity in the sentence? Answer: Beckenham Festival Beer,misceallonous entity,17_06_3054.jpg
"More photos of Justin Bieber at a birthday party / engagement party in Toronto , Canada . ( April 30 ) Which word(s) correspond to the person in the sentence? ",Justin Bieber,"More photos of Justin Bieber at a birthday party / engagement party in Toronto , Canada . ( April 30 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_2239.jpg
idk but Chanbaek makes me happy I love them so much Which word(s) correspond to the person in the sentence? ,Chanbaek,idk but Chanbaek makes me happy I love them so much Which word(s) correspond to the person in the sentence? Answer: Chanbaek,person,16_05_14_455.jpg
Had a great time @ CanalsideBflo ! ! Concert was amazing ! Which word(s) correspond to the location in the sentence? ,CanalsideBflo,Had a great time @ CanalsideBflo ! ! Concert was amazing ! Which word(s) correspond to the location in the sentence? Answer: CanalsideBflo,location,17_06_1096.jpg
Well played Ricky Gervais . Please get your friends and family out to vote Labour today . Which word(s) correspond to the person in the sentence? ,Ricky Gervais,Well played Ricky Gervais . Please get your friends and family out to vote Labour today . Which word(s) correspond to the person in the sentence? Answer: Ricky Gervais,person,O_4108.jpg
Disney Pin Donald Duck at Animal Kingdom July 4 2000 LE Tree of Life OC # 2054 Which word(s) correspond to the organization in the sentence? ,Disney,Disney Pin Donald Duck at Animal Kingdom July 4 2000 LE Tree of Life OC # 2054 Which word(s) correspond to the organization in the sentence? Answer: Disney,organization,O_992.jpg
WWE : . FinnBalor takes some time to recall incredible details of his recent trips Singapore and Tokyo ! Which word(s) correspond to the organization in the sentence? ,WWE,WWE : . FinnBalor takes some time to recall incredible details of his recent trips Singapore and Tokyo ! Which word(s) correspond to the organization in the sentence? Answer: WWE,organization,17_06_2765.jpg
Justin Bieber sing a Taylor Swift song in the car . . . Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber sing a Taylor Swift song in the car . . . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_4369.jpg
AUTH LOUIS VUITTON CABAS PIANO SHOULDER TOTE BAG PURSE MONOGRAM M51148 ts10630 - Bid Now ! … Which word(s) correspond to the misceallonous entity in the sentence? ,LOUIS VUITTON,AUTH LOUIS VUITTON CABAS PIANO SHOULDER TOTE BAG PURSE MONOGRAM M51148 ts10630 - Bid Now ! … Which word(s) correspond to the misceallonous entity in the sentence? Answer: LOUIS VUITTON,misceallonous entity,O_3723.jpg
Myers : Jets ’ Decker shows loyalty to Fitz rarely seen in NFL Which word(s) correspond to the person in the sentence? ,Myers,Myers : Jets ’ Decker shows loyalty to Fitz rarely seen in NFL Which word(s) correspond to the person in the sentence? Answer: Myers,person,16_05_26_75.jpg
When you see David West practically kiss another man on the basketball court . # nbafinals17 Which word(s) correspond to the person in the sentence? ,David West,When you see David West practically kiss another man on the basketball court . # nbafinals17 Which word(s) correspond to the person in the sentence? Answer: David West,person,17_06_4722.jpg
"# Trump2016 West Virginia Coal Association Endorses Donald Trump over Hillary , … Which word(s) correspond to the organization in the sentence? ",West Association Coal Virginia,"# Trump2016 West Virginia Coal Association Endorses Donald Trump over Hillary , … Which word(s) correspond to the organization in the sentence? Answer: West Association Coal Virginia",organization,O_2052.jpg
Developers to start preparing St . Paul soccer stadium site for construction Which word(s) correspond to the location in the sentence? ,St Paul .,Developers to start preparing St . Paul soccer stadium site for construction Which word(s) correspond to the location in the sentence? Answer: St Paul .,location,17_06_10639.jpg
Young Joe Biden could leave me on read at 4 : 30 and text at 8 : 47 and I would reply at 8 : 46 Which word(s) correspond to the person in the sentence? ,Joe Biden,Young Joe Biden could leave me on read at 4 : 30 and text at 8 : 47 and I would reply at 8 : 46 Which word(s) correspond to the person in the sentence? Answer: Joe Biden,person,O_3493.jpg
Watch Man Utd Football Highlights - Which word(s) correspond to the organization in the sentence? ,Man Utd,Watch Man Utd Football Highlights - Which word(s) correspond to the organization in the sentence? Answer: Man Utd,organization,17_06_5149.jpg
"Sheldon Adelson , One of the GOP ’ s biggest mega - donors is supporting Donald Trump 100 % Which word(s) correspond to the person in the sentence? ",Sheldon Adelson,"Sheldon Adelson , One of the GOP ’ s biggest mega - donors is supporting Donald Trump 100 % Which word(s) correspond to the person in the sentence? Answer: Sheldon Adelson",person,O_2306.jpg
can we all just take a moment to appreciate Zac Efron please Which word(s) correspond to the person in the sentence? ,Zac Efron,can we all just take a moment to appreciate Zac Efron please Which word(s) correspond to the person in the sentence? Answer: Zac Efron,person,O_4428.jpg
@ penguins @ NHL good luck in the next round Which word(s) correspond to the organization in the sentence? ,penguins,@ penguins @ NHL good luck in the next round Which word(s) correspond to the organization in the sentence? Answer: penguins,organization,16_05_11_416.jpg
Maddon says Cubs making informal trip to White House # Astros # MLB Which word(s) correspond to the person in the sentence? ,Maddon,Maddon says Cubs making informal trip to White House # Astros # MLB Which word(s) correspond to the person in the sentence? Answer: Maddon,person,17_06_10932.jpg
BonnyCombs25 : Watch Jimmy Kimmel Grill Kelly Ripa on First Michael Strahan - Less Live - Which word(s) correspond to the person in the sentence? ,Jimmy Kimmel,BonnyCombs25 : Watch Jimmy Kimmel Grill Kelly Ripa on First Michael Strahan - Less Live - Which word(s) correspond to the person in the sentence? Answer: Jimmy Kimmel,person,O_4605.jpg
18 - year - old Christian Pulisic continues to prove he ' s the future of American soccer Which word(s) correspond to the person in the sentence? ,Christian Pulisic,18 - year - old Christian Pulisic continues to prove he ' s the future of American soccer Which word(s) correspond to the person in the sentence? Answer: Christian Pulisic,person,17_06_8116.jpg
When you miss the Premier League finale because you have to take part in military service Which word(s) correspond to the organization in the sentence? ,Premier League,When you miss the Premier League finale because you have to take part in military service Which word(s) correspond to the organization in the sentence? Answer: Premier League,organization,16_05_13_344.jpg
Oilers have 13.5 % chance of getting first pick in 2016 NHL draft . . . Which word(s) correspond to the person in the sentence? ,Oilers,Oilers have 13.5 % chance of getting first pick in 2016 NHL draft . . . Which word(s) correspond to the person in the sentence? Answer: Oilers,person,16_05_01_474.jpg
Are Blake Lively And Ryan Reynolds Expecting Baby No . 2 ? # BlakeLively Which word(s) correspond to the person in the sentence? ,Blake Lively,Are Blake Lively And Ryan Reynolds Expecting Baby No . 2 ? # BlakeLively Which word(s) correspond to the person in the sentence? Answer: Blake Lively,person,O_1911.jpg
"# NBA Dwyane Wade Will Dominate Raptors , Melo Will Win Championship Which word(s) correspond to the organization in the sentence? ",NBA,"# NBA Dwyane Wade Will Dominate Raptors , Melo Will Win Championship Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,16_05_13_940.jpg
