questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the organization in the sentence? ,"['CSUFMusic', 'Estonia']",@ CSUFMusic University Singers second concert is history ! Estonia is beautiful and rich in history ! I will miss you !,@ CSUFMusic University Singers second concert is history ! Estonia is beautiful and rich in history ! I will miss you ! Which word(s) correspond to the organization in the sentence? Answer: CSUFMusic,"['organization', 'location']",17_06_11458.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Where my lil baby that ' s gon listen ? 🤔,Where my lil baby that ' s gon listen ? 🤔 Which word(s) correspond to the none in the sentence? Answer: none,['none'],O_4929.jpg
 Which word(s) correspond to the organization in the sentence? ,"['NFL', 'New Orleans # Saints', 'Pelicans', 'Tom Benson']",# NFL New Orleans # Saints and Pelicans Tom Benson ’ s worst legal battle,# NFL New Orleans # Saints and Pelicans Tom Benson ’ s worst legal battle Which word(s) correspond to the organization in the sentence? Answer: NFL,"['organization', 'organization', 'organization', 'person']",16_05_29_838.jpg
 Which word(s) correspond to the organization in the sentence? ,['Penn State'],Penn State men ' s # basketball announces decision to not pursue postseason play # basketball,Penn State men ' s # basketball announces decision to not pursue postseason play # basketball Which word(s) correspond to the organization in the sentence? Answer: Penn State,['organization'],17_06_7007.jpg
 Which word(s) correspond to the person in the sentence? ,"['Little Mix', 'One Direction', 'Japan']",Little Mix and One Direction are the only western groups to have 5 + Japan Hot 100 entries this decade .,Little Mix and One Direction are the only western groups to have 5 + Japan Hot 100 entries this decade . Which word(s) correspond to the person in the sentence? Answer: Little Mix,"['person', 'person', 'location']",O_3220.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['AFCON'],AFCON 2017 : Football enthusiasts select countries to support,AFCON 2017 : Football enthusiasts select countries to support Which word(s) correspond to the misceallonous in the sentence? Answer: AFCON,['misceallonous'],17_01_24530.jpg
 Which word(s) correspond to the person in the sentence? ,"['Blake Lively', 'Oakland']","Blake Lively has upset a lot of people by saying she has an "" Oakland booty ""","Blake Lively has upset a lot of people by saying she has an "" Oakland booty "" Which word(s) correspond to the person in the sentence? Answer: Blake Lively","['person', 'location']",O_4170.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Banstead Arts Festival'],So proud of these girls tonight for winning entries in the Banstead Arts Festival poetry competition .,So proud of these girls tonight for winning entries in the Banstead Arts Festival poetry competition . Which word(s) correspond to the misceallonous in the sentence? Answer: Banstead Arts Festival,['misceallonous'],16_05_11_264.jpg
 Which word(s) correspond to the person in the sentence? ,['Kelly Slater'],Is Kelly Slater ' s artificial wave the future of surfing ? - …,Is Kelly Slater ' s artificial wave the future of surfing ? - … Which word(s) correspond to the person in the sentence? Answer: Kelly Slater,['person'],O_4474.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Glasgow Science Festival'],Glasgow Science Festival – engineering workshop,Glasgow Science Festival – engineering workshop Which word(s) correspond to the misceallonous in the sentence? Answer: Glasgow Science Festival,['misceallonous'],17_06_11398.jpg
 Which word(s) correspond to the organization in the sentence? ,"['JYP Nation', 'Korea']",Here ' s The Full Artist Line - Up For JYP Nation In Korea 2016 Concert This August,Here ' s The Full Artist Line - Up For JYP Nation In Korea 2016 Concert This August Which word(s) correspond to the organization in the sentence? Answer: JYP Nation,"['organization', 'location']",16_05_30_558.jpg
 Which word(s) correspond to the location in the sentence? ,"['Portugal', 'FESTFestival']",One hour ( Portugal time ) till dBs Filmmaker ' s Corner at @ FESTFestival !,One hour ( Portugal time ) till dBs Filmmaker ' s Corner at @ FESTFestival ! Which word(s) correspond to the location in the sentence? Answer: Portugal,"['location', 'misceallonous']",17_06_13222.jpg
 Which word(s) correspond to the person in the sentence? ,['troye sivan'],"troye sivan , a beautiful talented lil bean , im so unbelievably proud of him 🌼","troye sivan , a beautiful talented lil bean , im so unbelievably proud of him 🌼 Which word(s) correspond to the person in the sentence? Answer: troye sivan",['person'],O_3752.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['Met Gala', 'Ashley Tisdale']",no Met Gala look will ever top these iconic looks by Ashley Tisdale,no Met Gala look will ever top these iconic looks by Ashley Tisdale Which word(s) correspond to the misceallonous in the sentence? Answer: Met Gala,"['misceallonous', 'person']",O_19.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Is it just me or does it look like my baby sunflowers sprouts are wearing mini top hats ? 🌻 🎩 # babysunflowers,Is it just me or does it look like my baby sunflowers sprouts are wearing mini top hats ? 🌻 🎩 # babysunflowers Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_12_1117.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lady Gaga', 'Me and The Horse I Rode In On']",Lady Gaga - - Me and The Horse I Rode In On ( PHOTO ) -,Lady Gaga - - Me and The Horse I Rode In On ( PHOTO ) - Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,"['person', 'person']",O_4327.jpg
 Which word(s) correspond to the person in the sentence? ,['EvelynDuffy7'],Thanks to my baby girl for taking me to this concert ❤ ️ @ EvelynDuffy7,Thanks to my baby girl for taking me to this concert ❤ ️ @ EvelynDuffy7 Which word(s) correspond to the person in the sentence? Answer: EvelynDuffy7,['person'],16_05_09_19.jpg
 Which word(s) correspond to the person in the sentence? ,"['Donald Trump', 'Washington', 'Paul Ryan']",Donald Trump in Washington for unusual tete - a - tete with Paul Ryan :,Donald Trump in Washington for unusual tete - a - tete with Paul Ryan : Which word(s) correspond to the person in the sentence? Answer: Donald Trump,"['person', 'location', 'person']",O_4880.jpg
 Which word(s) correspond to the person in the sentence? ,['J . Cole'],The only revolution happens right inside of you . J . Cole,The only revolution happens right inside of you . J . Cole Which word(s) correspond to the person in the sentence? Answer: J . Cole,['person'],O_3230.jpg
 Which word(s) correspond to the location in the sentence? ,"['U . S', 'England', 'Italy', 'Torneo Delle Nazioni']","U . S . U - 16 boys beat England , fall to Italy to finish sixth at Torneo Delle Nazioni # soccer","U . S . U - 16 boys beat England , fall to Italy to finish sixth at Torneo Delle Nazioni # soccer Which word(s) correspond to the location in the sentence? Answer: U . S","['location', 'location', 'location', 'misceallonous']",16_05_02_61.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"The night shift has a dark influence on # hearthealth , but that ’ s not the whole story -","The night shift has a dark influence on # hearthealth , but that ’ s not the whole story - Which word(s) correspond to the none in the sentence? Answer: none",['none'],16_05_02_659.jpg
 Which word(s) correspond to the person in the sentence? ,"['John McCain', 'Bernie', 'Trump']",War hero John McCain acknowledged the work by # Bernie in support of vets ; can ' t say the same for Trump .,War hero John McCain acknowledged the work by # Bernie in support of vets ; can ' t say the same for Trump . Which word(s) correspond to the person in the sentence? Answer: John McCain,"['person', 'person', 'person']",O_108.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jennifer Lawrence', 'London', 'jlawgermany']",NEW : Jennifer Lawrence out for dinner in London last night ( src : @ jlawgermany ),NEW : Jennifer Lawrence out for dinner in London last night ( src : @ jlawgermany ) Which word(s) correspond to the person in the sentence? Answer: Jennifer Lawrence,"['person', 'location', 'person']",O_367.jpg
 Which word(s) correspond to the person in the sentence? ,"['Drake', 'Justin Bieber', 'Views']",Drake hugged Justin Bieber at the official Views launch party,Drake hugged Justin Bieber at the official Views launch party Which word(s) correspond to the person in the sentence? Answer: Drake,"['person', 'person', 'misceallonous']",O_3538.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'New York City']",( 3 ) More HQ photos of Justin Bieber spotted out in New York City yesterday . ( May 4 ),( 3 ) More HQ photos of Justin Bieber spotted out in New York City yesterday . ( May 4 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,"['person', 'location']",O_116.jpg
 Which word(s) correspond to the person in the sentence? ,"['John Boehner', 'Donald Trump', 'Ted Cruz']","John Boehner backs Donald Trump , adding "" Thank God "" Ted Cruz didn ' t win","John Boehner backs Donald Trump , adding "" Thank God "" Ted Cruz didn ' t win Which word(s) correspond to the person in the sentence? Answer: John Boehner","['person', 'person', 'person']",O_1965.jpg
 Which word(s) correspond to the person in the sentence? ,"['Philippe Coutinho', 'Emre Can', 'Liverpool']","Philippe Coutinho , Emre Can Win Awards at Liverpool ' s End - of - Season Ceremony # soccer","Philippe Coutinho , Emre Can Win Awards at Liverpool ' s End - of - Season Ceremony # soccer Which word(s) correspond to the person in the sentence? Answer: Philippe Coutinho","['person', 'person', 'organization']",16_05_13_184.jpg
 Which word(s) correspond to the organization in the sentence? ,['Spaghetti Factory'],Tough day of baseball but nothing dinner w / my family at Spaghetti Factory won ' t fix . # blessed # happy,Tough day of baseball but nothing dinner w / my family at Spaghetti Factory won ' t fix . # blessed # happy Which word(s) correspond to the organization in the sentence? Answer: Spaghetti Factory,['organization'],16_05_01_132.jpg
 Which word(s) correspond to the person in the sentence? ,"['MiroslavKlose', 'Lazio', 'SerieA']",# MiroslavKlose to leave # Lazio in # SerieA -,# MiroslavKlose to leave # Lazio in # SerieA - Which word(s) correspond to the person in the sentence? Answer: MiroslavKlose,"['person', 'organization', 'organization']",16_05_10_977.jpg
 Which word(s) correspond to the person in the sentence? ,['KristenBaert'],@ KristenBaert We hope you like apple pie ! Click to confirm your order !,@ KristenBaert We hope you like apple pie ! Click to confirm your order ! Which word(s) correspond to the person in the sentence? Answer: KristenBaert,['person'],17_06_10961.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Calvin Klein', 'eBay']",Calvin Klein NEW White Blue Womens Size 12 Belted Floral Pleated Dress $ 134 106 via eBay,Calvin Klein NEW White Blue Womens Size 12 Belted Floral Pleated Dress $ 134 106 via eBay Which word(s) correspond to the organization in the sentence? Answer: Calvin Klein,"['organization', 'organization']",O_2587.jpg
 Which word(s) correspond to the person in the sentence? ,['TAYLOR SWIFT'],THESE MAGIC FUCKING ROCKS WORK I RETWEETED THIS 4 DAYS AGO AND WON TAYLOR SWIFT TICKETS TODAY,THESE MAGIC FUCKING ROCKS WORK I RETWEETED THIS 4 DAYS AGO AND WON TAYLOR SWIFT TICKETS TODAY Which word(s) correspond to the person in the sentence? Answer: TAYLOR SWIFT,['person'],O_681.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Beavers', 'Ducks']",Civil War baseball : Everything you need to know for the Beavers - Ducks series,Civil War baseball : Everything you need to know for the Beavers - Ducks series Which word(s) correspond to the organization in the sentence? Answer: Beavers,"['organization', 'organization']",16_05_13_651.jpg
 Which word(s) correspond to the organization in the sentence? ,['Pinterest'],Love the @ Pinterest turnout at # SFprideparade today,Love the @ Pinterest turnout at # SFprideparade today Which word(s) correspond to the organization in the sentence? Answer: Pinterest,['organization'],17_06_501.jpg
 Which word(s) correspond to the person in the sentence? ,['Justin Bieber'],After stepping into a Justin Bieber concert,After stepping into a Justin Bieber concert Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,['person'],16_05_05_441.jpg
